시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설년도,전화번호,데이터기준일자,제공기관코드,제공기관명,
서원시장,상설장,부산광역시 동래구 충렬대로359번길 55 (안락동),부산광역시 동래구 안락1동 425-51,매일,35.200388,129.099034,54,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1977,051-523-4426,2019-08-19,3300000,부산광역시 동래구,
명장시장,상설장,부산광역시 동래구 명장로64번길12 (명장동),부산광역시 동래구 명장1동 145-9,매일,35.204022,129.107485,40,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1980,051-529-3375,2019-08-19,3300000,부산광역시 동래구,
충렬상가시장,상설장,부산광역시 동래구 충렬대로459번길 73-10 (안락동),부산광역시 동래구 안락2동 464-21,매일,35.198085,129.109974,58,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1983,051-522-6868,2019-08-19,3300000,부산광역시 동래구,
온천로터리종합시장,상설장,부산광역시 동래구 명륜로 260 (명륜동),부산광역시 동래구 명륜동 5-5,매일,35.216251,129.085282,15,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1978,,2019-08-19,3300000,부산광역시 동래구,
온천인정시장,상설장,부산광역시 동래구 온천장로119번길 44-10 외 (온천동),부산광역시 동래구 온천동 147-7 외 71필지,매일,35.222253,129.083027,127,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,N,N,2005,051-517-8802,2019-08-19,3300000,부산광역시 동래구,
수안인정시장,상설장,부산광역시 동래구 충렬대로245번길 8 외 (수안동),부산광역시 동래구 수안동 275-2 외 63필지,매일,35.201499,129.086586,143,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,2007,051-555-0073,2019-08-19,3300000,부산광역시 동래구,
사직시장,상설장,부산광역시 동래구 사직북로34번길 48 외 (사직동),부산광역시 동래구 사직1동 49-1 외 57필지,매일,35.200052,129.062321,152,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,N,1978,051-506-8002,2019-08-19,3300000,부산광역시 동래구,
국민시장,상설장,부산광역시 동래구 사직북로33번길 31 (사직동),부산광역시 동래구 사직2동 44-1,매일,35.198396,129.058288,85,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1977,051-501-4122,2019-08-19,3300000,부산광역시 동래구,
안산 시민시장,상설장+5일장,경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,매일,37.325080,126.805284,410,"농수산물, 의류, 잡화, 정육 등",온누리상품권,,Y,Y,1997,031-411-1040,2019-07-05,3930000,경기도 안산시,
신안프라자,상설장,경기도 안산시 단원구 반석로 54,경기도 안산시 상록구 본오동 871,매일,37.2937475933,126.8659901492,182,"의류, 건어물, 청과, 잡화 등",온누리상품권,,Y,Y,2016,031-406-2104,2019-07-05,3930000,경기도 안산시,
스타프라자,상설장,경기도 안산시 상록구 화랑로 513,경기도 안산시 상록구 성포동 583,매일,37.3208175185,126.8447228225,233,"의류, 건어물, 청과, 잡화 등",온누리상품권,,Y,Y,2017,031-482-5067,2019-07-05,3930000,경기도 안산시,
신안코아,상설장,경기도 안산시 상록구 석호로 315,경기도 안산시 상록구 본오동 871,매일,37.2937475933,126.8659901492,166,"의류, 건어물, 청과, 잡화 등",온누리상품권,,Y,Y,2017,031-406-2105,2019-07-05,3930000,경기도 안산시,
월드프라자,상설장,경기도 안산시 상록구 본삼로 60,경기도 안산시 상록구 본오동 872,매일,37.3005563415,126.8664472771,202,"의류, 건어물, 청과, 잡화 등",온누리상품권,,Y,Y,2017,031-407-0951,2019-07-05,3930000,경기도 안산시,
안산 패션타운,상설장,경기도 안산시 상록구 삼리로 45,경기도 안산시 상록구 사동 1530-1,매일,37.304979,126.8446642,192,의류 등,온누리상품권,,Y,Y,2019,031-418-6766,2019-07-05,3930000,경기도 안산시,
안산 다농마트,상설장,경기도 안산시 상록구 예술공원로 1,경기도 안산시 상록구 월피동 445-1,매일,37.328341,126.844426,395,"의류, 건어물, 청과, 잡화 등",온누리상품권,,Y,Y,2019,031-410-6666,2019-07-05,3930000,경기도 안산시,
중리시장,상설장,대전광역시 대덕구 중리북로37번길 26,대전광역시 대덕구 중리동 368-7,매일,36.366646,127.426284,160,"농산물,생필품,수산물,잡화",온누리상품권,www.jungni-market.kr,y,y,1998,042-623-1040,2019-03-31,3680000,대전광역시 대덕구,
법동시장,상설장,대전광역시 대덕구 계족로608번길23,대전광역시 대덕구 법2동 200-7,매일,36.367421,127.432229,63,"농산물,생필품,수산물,잡화",온누리상품권,,y,y,1996,042-627-2123,2019-03-31,3680000,대전광역시 대덕구,
송촌시장,상설장,대전광역시 대덕구 동춘당로 83,대전광역시 대덕구 송촌동 476,매일,36.364665,127.439951,73,"식당,잡화",온누리상품권,,,,2000,042-633-2188,2019-03-31,3680000,대전광역시 대덕구,
신탄진시장,상설장,대전광역시 대덕구 석봉로37번길52-16,대전광역시 대덕구 석봉동 415-28,매일,36.449730,127.426900,90,"농산물,생필품,수산물,잡화",,,y,y,2002,042-931-0310,2019-03-31,3680000,대전광역시 대덕구,
속초중앙전통시장,상설장,강원도 속초시 수복로 191 (금호동),강원도 속초시 금호동 488-408,매일,38.2048146,128.5876741,350,농산물 생필품 수산물 잡화 등,온누리상품권,http://sokchomarket.com,Y,Y,2006,033-635-8433,2019-08-13,4230000,강원도 속초시,
속초종합중앙시장,상설장,강원도 속초시 중앙로147번길 16 (중앙동),강원도 속초시 중앙동 471-4,매일,38.2044489,128.5901534,400,농산물 생필품 수산물 잡화 등,온누리상품권,http://sokchomarket.com,Y,Y,1990,033-633-3501,2019-08-13,4230000,강원도 속초시,
신중앙시장,상설장,전라북도 전주시 완산구 태평5길 33(태평동),전라북도 전주시 완산구 태평동 41-5,상설시장,35.8241430,127.1435320,245,,"온누리상품권, 전자상품권",http://shinjoongang.allofthat.kr/,Y,Y,2007,063-271-8883,2019-06-28,6450000,전라북도,
동부 시장,상설장,전라북도 전주시 완산구 충경로 109 (경원동3가),전라북도 전주시 완산구 경원동3가 90-13,상설시장,35.8199810,127.1510320,11,,"온누리상품권, 전자상품권",,Y,Y,2008,063-288-4487,2019-06-28,6450000,전라북도,
모래내 시장,상설장,전라북도 전주시 덕진구 모래내4길 8-8(인후동2가),전라북도 전주시 덕진구 인후동2가 203-10,상설시장,35.8335430,127.1438870,223,,"온누리상품권, 전자상품권",jjmrn.kr,Y,Y,1970,063-278-5802,2019-06-28,6450000,전라북도,
중앙 시장,상설장,전라북도 전주시 완산구 태평3길 70 (태평동),전라북도 전주시 완산구 태평동 36-1,상설시장,35.8252030,127.1424780,440,,"온누리상품권, 전자상품권",www.jjja.kr,Y,Y,1990,063-253-6535,2019-06-28,6450000,전라북도,
남부 시장,상설장,전라북도 전주시 완산구 풍남문1길 19-1 (전동3가),전라북도 전주시 완산구 전동 295-2,상설시장,35.8127360,127.1477890,350,,온누리상품권,www.jjnm.kr,Y,Y,1938,063-284-1344,2019-06-28,6450000,전라북도,
서부시장,상설장,전라북도 전주시 완산구 효동2길 18,전라북도 전주시 효자동 1가 201-2,상설시장,35.8048920,127.1266480,23,"김부각,육류,과일,건강식품,배추 등","온누리상품권, 전자상품권",https://dawayu.modoo.at/,Y,Y,,063-223-3321,2019-06-28,6450000,전라북도,
원광온누리상점가,상설장,전라북도 익산시 동서로19길 88(신동),전라북도 익산시 신동 786-21,상점가,35.9617510,126.9583900,76,,,,Y,Y,2005,,2019-06-28,6450000,전라북도,
그린상점가,상설장,전라북도 익산시 동서로19길 99(신동),전라북도 익산시 신동 789-6,상점가,35.9627720,126.9582040,81,"커피숍, 음식점 등",,,Y,Y,,,2019-06-28,6450000,전라북도,
전북대 대학로 상점가,상설장,전라북도 전주시 덕진구 권삼득로 285,전라북도 전주시 덕진구 금암동 664-55,상점가,35.8419660,127.1297180,320,,,,Y,Y,2012,063-223-9030,2019-06-28,6450000,전라북도,
고산 구시장 상점가,상설장,전라북도 완주군 고사면 고산로 113-1,전라북도 완주군 고산면 읍내리 548-2,상점가,35.9746510,127.2094590,106,,,,,,,,2019-06-28,6450000,전라북도,
오수상점가,상설장,전라북도 임실군 오수면 삼일로 11,전라북도 임실군 오수면 오수리 366-3,상점가,35.5396760,127.3269940,137,,,,Y,Y,2005,,2019-06-28,6450000,전라북도,
정읍산외한우마을상점가,상설장,전라북도 정읍시 산외면 산외로 435,전라북도 정읍시 산외면 평사리 461-8,상점가,35.6213050,127.0392890,40,,,,Y,Y,,,2019-06-28,6450000,전라북도,
연지상점가,상설장,전라북도 정읍시 명덕로 47,전라북도 정읍시 연지동 329-15,상점가,35.5753480,126.8446510,382,,,,Y,Y,2000,,2019-06-28,6450000,전라북도,
새암길상점가,상설장,전라북도 정읍시 새암길 40-1(수성동),전라북도 정읍시 수성동 571-6,상점가,35.5670020,126.8530820,106,"귀금속, 신발 등",,,Y,Y,2005,,2019-06-28,6450000,전라북도,
중앙로상점가,상설장,전라북도 정읍시 중앙로 131,전라북도 정읍시 수성동 563,상점가,35.5665640,126.8531630,85,,,,Y,Y,2010,,2019-06-28,6450000,전라북도,
서부시장상점가,상설장,전라북도 전주시 완산구 효동2길 23,전라북도 전주시 완산구 효자동 1가205-12,상점가,35.8044330,127.1268050,105,"정육, 순대국밥 등",,,Y,Y,2008,,2019-06-28,6450000,전라북도,
동문상점가,상설장,전라북도 전주시 완산구 동문길 50,전라북도 전주시 완산구 풍남동1가 26-1,상점가,35.8188300,127.1510820,165,,"온누리상품권, 전자상품권",,Y,Y,2007,063-288-5288,2019-06-28,6450000,전라북도,
풍남문상점가,상설장,전라북도 전주시 완산구 풍남문3길19,전라북도 전주시 완산구 전동 149-2,상점가,35.8146130,127.1469780,257,,"온누리상품권, 전자상품권",www.pnmta.co.kr,Y,Y,1991,063-288-6602,2019-06-28,6450000,전라북도,
전주전자상점가,상설장,전라북도 전주시 덕진구 기린대로 305(진북동),전라북도 전주시 덕진구 진북동 320-34,상점가,35.8547444,127.1035873,80,"영상기기, 컴퓨터 등",온누리상품권,GIRINRO.com,Y,Y,1970,063-276-0742,2019-06-28,6450000,전라북도,
고창시장,상설장+5일장,전라북도 고창군 고창읍 시장안길 25,전라북도 고창군 고창읍 읍내리 368,"3일, 8일",35.4326416695,126.6980920,199,"복분자술, 풍천장어 등","온누리상품권, 전자상품권",,Y,Y,2009,063-564-3097,2019-06-28,6450000,전라북도,
진안시장,상설장+5일장,전라북도 진안군 진안읍 시장1길 16,전라북도 진안군 진안읍 군상리 406-7,"4일, 9일",35.7926321348,127.4294231425,54,"고추, 인삼, 채소 등","온누리상품권, 전자상품권",,Y,Y,2006,063-432-1498,2019-06-28,6450000,전라북도,
공설시장,상설장+5일장,전라북도 남원시 의총로 51(금동),전라북도 남원시 금동 264-1,"4일, 9일",35.4048120,127.3753410,144,"부각, 순대국밥 등","온누리상품권, 전자상품권",http://www.nwgs.kr,Y,Y,2014,063-625-4010,2019-06-28,6450000,전라북도,
황등시장,상설장+5일장,전라북도 익산시 황등면 황등7길 25,전라북도 익산시 황등면 황등리 588-2,"5일, 10일",36.0059153586,126.9452920,46,"대추, 사과, 복숭아, 포도 등","온누리상품권, 전자상품권",,Y,Y,2004,063-856-4446,2019-06-28,6450000,전라북도,
함열시장,상설장+5일장,전라북도 익산시 함열읍 와리2길 8,전라북도 익산시 함열읍 와리544-34,"2일, 7일",36.0807590,126.9585030,34,고구마,,,Y,Y,2009,063-862-2900,2019-06-28,6450000,전라북도,
신동시장,상설장,전라북도 익산시 무왕로6길 31(신동),전라북도 익산시 신동 808-1,상설시장,35.9589190,126.9623740,46,"방앗간, 음식점 등",,,Y,Y,2008,,2019-06-28,6450000,전라북도,
남부시장,상설장,전라북도 익산시 평동로11길 12,전라북도 익산시 인화동2가 7,상설시장,35.9319150,126.9533950,55,"치킨집, 건어물 등","온누리상품권, 전자상품권",www.isnb.kr,Y,Y,2005,063-855-4798,2019-06-28,6450000,전라북도,
중앙시장,상설장,전라북도 익산시 중앙로3길 27(창인동1가),전라북도 익산시 창인동1가 137-1,상설시장,35.9419622,126.9499945,174,,"온누리상품권, 전자상품권",,Y,Y,2009,063-855-3479,2019-06-28,6450000,전라북도,
주공나운시장,상설장,전라북도 군산시 하나운안1길 39(나운동),전라북도 군산시 나운동 836-11,상설시장,35.9657420,126.6954570,76,,"온누리상품권, 전자상품권",,Y,Y,2003,063-461-2811,2019-06-28,6450000,전라북도,
수산물종합센터,상설장,전라북도 군산시 내항2길 216(금동),전라북도 군산시 금동 57-4,상설시장,35.9937057,126.7044798,128,,"온누리상품권, 전자상품권",,Y,Y,,,2019-06-28,6450000,전라북도,
명산시장,상설장,전라북도 군산시 금광길 20(명산동),전라북도 군산시 명산동 19-10,상설시장,35.9827680,126.7091660,72,"박대, 김치 등","온누리상품권, 전자상품권",www.gsmssj.kr,Y,Y,1950,063-445-9384,2019-06-28,6450000,전라북도,
역전종합시장,상설장,전라북도 군산시 대명3길 31(대명동),전라북도 군산시 대명동 138-107,상설시장,35.9814870,126.7202880,98,,"온누리상품권, 전자상품권",,Y,Y,1992,063-443-4192,2019-06-28,6450000,전라북도,
신영시장,상설장,전라북도 군산시 동신영길 36(신영동),전라북도 군산시 신영동 19-5,상설시장,35.9848516100,126.7202161344,120,,"온누리상품권, 전자상품권",www.gssysj.kr,Y,Y,1993,063-446-2524,2019-06-28,6450000,전라북도,
공설시장,상설장,전라북도 군산시 신금길 18(신영동),전라북도 군산시 신영동 18-1,상설시장,35.9833470,126.7202380,221,,"온누리상품권, 전자상품권",,Y,Y,1990,063-445-4929,2019-06-28,6450000,전라북도,
금마시장,상설장+5일장,전라북도 김제시 동서7길 23(요촌동),전라북도 김제시 요촌동 194-7,"2일, 7일",35.8001170,126.8864440,29,"파, 대추 등",,,Y,Y,1974,063-836-6731,2019-06-28,6450000,전라북도,
북부시장,상설장+5일장,전라북도 익산시 인북로 259(남중동),전라북도 익산시 남중동 35-4,상설시장,35.9517056725,126.9579466023,138,"생선, 농산물, 의류 등","온누리상품권, 전자상품권",www.isbb.kr,Y,Y,1975,063-855-6891,2019-06-28,6450000,전라북도,
대야시장,상설장+5일장,전라북도 군산시 대야면 대야시장로 19,전라북도 군산시 대야면 산월리 401-3,"1일, 6일",35.9452010,126.8172360,38,"배추, 무 등",온누리상품권,,Y,Y,1999,,2019-06-28,6450000,전라북도,
줄포시장,상설장,전라북도 부안군 줄포면 부안로 865,전라북도 부안군 줄포면 줄포리 728-3,상설시장,35.7223013,126.7412854,30,,,,Y,Y,1996,063-580-4612,2019-06-28,6450000,전라북도,
부안시장,상설장,전라북도 부안군 부안읍 부풍로 47,전라북도 부안군 부안읍 서외리 21,상설시장,35.7271152714,126.7329180,182,"수산물, 간장새우, 청과 등","온누리상품권, 전자상품권",blog.naver.com/buanmarket,Y,Y,1980,063-584-3070,2019-06-28,6450000,전라북도,
오수시장,상설장,전라북도 임실군 오수면 오수로 159,전라북도 임실군 오수면 오수리 351-1,상설시장,35.5382580,127.3269780,48,,"온누리상품권, 전자상품권",,Y,Y,1962,063-644-2007,2019-06-28,6450000,전라북도,
삼례시장,상설장,전라북도 완주군 삼례읍 남서신길 17-11,전라북도 완주군 삼례읍 삼례리 923-8,상설시장,35.9106117839,127.073587495,43,,"온누리상품권, 전자상품권",,Y,Y,2013,063-291-9429,2019-06-28,6450000,전라북도,
고산시장,상설장,전라북도 완주군 고산면 남봉로 134,전라북도 완주군 고산면 읍내리 884-4,상설시장,35.9740754158,127.20541227,30,"지역농산물, 먹거리, 체험공방 등",온누리상품권,gosanmiso.co.kr/,Y,Y,2000,063-262-0119,2019-06-28,6450000,전라북도,
역전시장,상설장,전라북도 김제시 중앙로 288,전라북도 김제시 신풍동40-2,상설시장,35.7931280,126.9016190,40,,,,Y,Y,2009,,2019-06-28,6450000,전라북도,
금만시장,상설장,전라북도 김제시 동서7길 23(요촌동),전라북도 김제시 요촌동 194-7,상설시장,35.8001170,126.8864440,96,,,,Y,Y,1992,,2019-06-28,6450000,전라북도,
김제시장,상설장,전라북도 김제시 사정거리1길 20,전라북도 김제시 요촌동 415,상설시장,35.8017310,126.8838110,65,,"온누리상품권, 전자상품권",,Y,Y,,063-547-3894,2019-06-28,6450000,전라북도,
용남시장,상설장,전라북도 남원시 동헌길 10(하정동),전라북도 남원시 하정동 138,상설시장,35.4074530,127.3769990,87,야채 등,"온누리상품권, 전자상품권",http://www.nwyn.kr,Y,Y,1978,063-632-5133,2019-06-28,6450000,전라북도,
연지시장,상설장,전라북도 정읍시 연지시장3길 18-3(연지동),전라북도 정읍시 연지동 31-1,상설시장,35.5741432347,126.8474328311,40,,"온누리상품권, 전자상품권",,Y,Y,2006,063-531-6885,2019-06-28,6450000,전라북도,
샘고을시장,상설장,전라북도 정읍시 태평3길 13-4(시기동),전라북도 정읍시 시기동 353,상설시장,35.5642770,126.8553120,298,"국밥, 이불, 전통악기 등","온누리상품권, 전자상품권",,Y,Y,,063-534-6661,2019-06-28,6450000,전라북도,
익산구시장,상설장,전라북도 익산시 인북로 34-1,전라북도 익산시 인화동1가 44-1,상설시장,35.9323270,126.9506180,91,,,,Y,Y,1980,,2019-06-28,6450000,전라북도,
익산장,상설장,전라북도 익산시 동서로18길 22-13(남중동),전라북도 익산시 남중동 34-6,상설시장,35.9517070,126.9568440,150,농산물 등,"온누리상품권, 전자상품권",,Y,Y,2005,063-857-2661,2019-06-28,6450000,전라북도,
매일시장,상설장,전라북도 익산시 중앙로3길 13(창인동1가),전라북도 익산시 창인동1가 88-5,상설시장,35.9403690,126.9496900,57,여성의류 등,"온누리상품권, 전자상품권",,Y,Y,1973,063-855-1522,2019-06-28,6450000,전라북도,
서동시장,상설장,전라북도 익산시 중앙로3길 45(창인동1가),전라북도 익산시 창인동1가 114-27,상설시장,35.9431850,126.9507440,62,"야채, 과일, 생선 등","온누리상품권, 전자상품권",,Y,Y,1994,063-842-0063,2019-06-28,6450000,전라북도,
청호시장,상설장,전라남도 목포시 석현로28,전라남도 목포시 석현동 1171,매일,34.815505,126.424503,180,"어류,수산물,가구류",온누리상품권,무,Y,Y,2005,061-284-4389,2019-06-28,4800000,전라남도 목포시,
동부시장,상설장,전라남도 목포시 동부로17,전라남도 목포시 용당동 1052,매일,34.805382,126.394363,320,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,1972,061-276-5787,2019-06-28,4800000,전라남도 목포시,
자유시장,상설장,전라남도 목포시 자유로122,전라남도 목포시 산정동 1383,매일,34.793049,126.402962,168,농수산물,온누리상품권,무,Y,Y,1999,061-245-1615,2019-06-28,4800000,전라남도 목포시,
종합수산시장,상설장,전라남도 목포시 해안로279,전라남도 목포시 광동1가 4-13,매일,34.788394,126.391202,120,수산물,온누리상품권,무,Y,Y,2004,061-245-5096,2019-06-28,4800000,전라남도 목포시,
중앙식료시장,상설장,전라남도 목포시 호남로35,전라남도 목포시 남교동 88,매일,34.7948997,126.382671,78,"농산물, 식료품",온누리상품권,무,Y,Y,1969,061-244-1555,2019-06-28,4800000,전라남도 목포시,
항동시장,상설장,전라남도 목포시 수강로3,전라남도 목포시 수강동1가 1외,매일,34.785321,126.385985,105,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,2005,061-247-8272,2019-06-28,4800000,전라남도 목포시,
신중앙시장,상설장,전라남도 목포시 원산중앙로51,전라남도 목포시 산정동 1730,매일,34.809985,126.377414,82,"농산물,생필품,수산물, 잡화 등",온누리상품권,무,Y,Y,2009,061-273-1732,2019-06-28,4800000,전라남도 목포시,
구남시장,상설장,부산광역시 북구 가람로8번길 46(구포동),부산광역시 북구 구포동 1041-1,매일,35.2023451,128.9970562,2,"방앗간, 야채",전통시장상품권,,N,N,1980,,2019-04-30,3320000,부산광역시 북구,
만덕시장,상설장,부산광역시 북구 만덕1로24번길 8 (만덕동),부산광역시 북구 만덕동 829,매일,35.2145086,129.0353745,23,"야채,식당,잡화",전통시장상품권,,Y,N,1976,,2019-04-30,3320000,부산광역시 북구,
정이있는 구포시장,상설장,부산광역시 북구 구포시장길 9(구포동),부산광역시 북구 구포동 599-18,"매일, 3일, 8일",35.2089211,129.0035087,870,"농산물, 의류, 식당",전통시장상품권,,Y,Y,1934,051-333-9033,2019-04-30,3320000,부산광역시 북구,
구포시장,상설장,부산광역시 북구 구포시장4길 13(구포동),부산광역시 북구 구포동 589-50,"매일, 3일, 8일",35.2079239,129.0039392,7,"식당, 잡화",전통시장상품권,,Y,Y,1934,051-333-9033,2019-04-30,3320000,부산광역시 북구,
만덕2동 제일상가 시장,상설장,부산광역시 북구 덕천로304번길 23(만덕동),부산광역시 북구 만덕2동 845-2,매일,35.2084856,129.0371089,55,"잡화,식당",전통시장상품권,,Y,N,1995,,2019-04-30,3320000,부산광역시 북구,
구포축산물도매시장,상설장,부산광역시 북구 사상로583번길 20(구포동),부산광역시 북구 구포동 1186-24,매일,35.1964165,128.9895163,207,"우육,돈육,부산물",전통시장상품권,,Y,Y,1970,051-301-3517,2019-04-30,3320000,부산광역시 북구,
덕천시장,상설장,부산광역시 북구 만덕대로78번길 22(덕천동),부산광역시 북구 덕천동 411-5,매일,35.2112345,129.0134282,36,"농산물, 식당",전통시장상품권,,Y,Y,1980,,2019-04-30,3320000,부산광역시 북구,
한민시장,상설장,대전광역시 서구 가장동94(괴정동),대전광역시 서구 괴정동 88-6,매일,36.3345827041,127.3842662720,240,"생필품,농수산물",온누리상품권,www.domabigmarket.com,Y,Y,2006,042-522-9094,2019-02-19,3660000,대전광역시 서구,
도마큰시장,상설장,대전광역시 서구 도마2길39(도마동),대전광역시 서구 도마동 134-40,매일,36.3147263050,127.3813983401,494,"생필품,의류,농수산물",온누리상품권,www.hanmin-market.co.kr,Y,Y,2005,042-532-8883,2019-02-19,3660000,대전광역시 서구,
가수원상점가,상설장,대전광역시 서구 벌곡로1369-22(가수원동),대전광역시 서구 가수원동 768-10,매일,36.3032002052,127.3526263133,92,"생필품,가정용품",온누리상품권,,Y,Y,2007,042-541-1845,2019-02-19,3660000,대전광역시 서구,
둔산3동상점가,상설장,대전광역시 서구 둔산로206(둔산동),대전광역시 서구 둔산동 1814,매일,36.3510730391,127.3967622117,698,"생필품,요식업 등",온누리상품권,,Y,Y,2008,042-478-8439,2019-02-19,3660000,대전광역시 서구,
경산공설시장,상설장+5일장,경상북도 경산시 경안로31길 19,경상북도 경산시 서상동 10,매일,35.8205193637,128.735760005,398,"농수산물, 생필품, 잡화",온누리상품권,,Y,Y,1956,053-816-9933,2018-08-27,5130000,경상북도 경산시,
하양공설시장,상설장+5일장,경상북도 경산시 하양읍 대학로 1543,경상북도 경산시 하양읍 금락리 35-6,매일,35.9156310516,128.819251019,109,"농수산물, 생필품, 잡화",온누리상품권,http://www.hygbm.co.kr,Y,Y,1931,053-856-0202,2018-08-27,5130000,경상북도 경산시,
자인공설시장,5일장,경상북도 경산시 자인면 자인로 206-4,경상북도 경산시 자인면 서부리 254,3일+8일,35.816477743,128.822973151,171,"농수산물, 생필품, 잡화",온누리상품권,,Y,Y,1969,,2018-08-27,5130000,경상북도 경산시,
압량공설시장,5일장,경상북도 경산시 압량면 압량시장길 1,경상북도 경산시 압량면 부적리 461-1,2일+7일,35.8437605626,128.760331598,8,"농산물, 잡화",없음,,Y,Y,1907,,2018-08-27,5130000,경상북도 경산시,
용성공설시장,5일장,경상북도 경산시 용성면 용성당리1길  26,경상북도 경산시 용성면 당리리 52-3,2일+7일,35.7949416002,128.875416666,5,농산물,없음,,N,N,1970,,2018-08-27,5130000,경상북도 경산시,
양양전통시장,상설장,강원도 양양군 양양읍 남문5길 9,강원도 양양군 양양읍 57,매일,38.074993,128.623181,64,"농산물, 수산물, 생필품, 잡화 등",온누리상품권,http://unhee01.modoo.at/,Y,Y,1986,033-671-2878,2018-08-20,4350000,강원도 양양군,
양양5일장,5일장,강원도 양양군 양양읍 남문5길 9,강원도 양양군 양양읍 57,"4일, 9일",38.074993,128.623181,200,"농산물, 수산물, 생필품, 잡화 등",,,Y,Y,1916,033-671-2878,2018-08-20,4350000,강원도 양양군,
공주산성시장,상설장+5일장,충청남도 공주시 용당길 22,충청남도 공주시 산성동 190-1,매일+1일 6일,36.4588181707,127.1226124383,529,"농·축산물, 의류, 가공, 생필품 등",온누리상품권,http://market.chungnam.net/html/sansung,Y,Y,1937,041-856-5427,2019-05-08,4500000,충청남도 공주시,
산성시장 활성화구역,상설장,충청남도 공주시 국고개길 11,충청남도 공주시 중동 63,매일,36.4548823037,127.1256761942,307,"생필품, 서비스, 요식업 등",온누리상품권,,Y,Y,1937,041-854-0036,2019-05-08,4500000,충청남도 공주시,
유구시장,상설장+5일장,충청남도 공주시 유구읍 시장길 27,충청남도 공주시 유구읍 석남리 276,매일+3일 8일,36.5527178563,126.9515962931,68,"의류, 식품, 생필품, 농수산물 등",온누리상품권,,Y,Y,1928,041-841-5448,2019-05-08,4500000,충청남도 공주시,
영양시장,상설장+5일장,경상북도 영양군 영양읍 시장5길 4,경상북도 영양군 영양읍 서부리 288-3,매일+4일+9일,36.6647448788,129.116021967,62,"농산물, 생필품, 수산물, 잡화 등",영양사랑상품권+온누리상품권,,Y,Y,1918,054-683-1058,2019-08-06,5170000,경상북도 영양군,
송강전통시장,상설장,대전광역시 유성구 구즉로 74-7(송강동),대전광역시 유성구 송강동 49-10,매일,36.4351311,127.3866591,,"농산물, 생필품, 수산물, 잡화",온누리상품권,,Y,N,,,2019-06-03,3670000,대전광역시 유성구,
유성전통시장,5일장,대전광역시 유성구 유성대로 730번길 24(장대동),대전광역시 유성구 장대동 191-7,"4일, 9일",36.3577191,127.3339441,,"농산물, 생필품, 수산물, 잡화",온누리상품권,,Y,N,,,2019-06-03,3670000,대전광역시 유성구,
함양중앙상설시장,상설장,경상남도 함양군 함양읍 중앙시장길 5-1,경상남도 함양군 함양읍 용평리 607-4,매일,35.5185025089,127.7291108978,128,"의류, 육류, 과일, 어물",온누리상품권,,Y,Y,1983,055-963-2461,2019-05-01,5460000,경상남도 함양군,
마천시장,5일장,경상남도 함양군 마천면 천왕봉로 1144-2,경상남도 함양군 마천면 가흥리 609-2,"5일, 10일",35.3957208,127.6625569,20,"농산품, 의류, 잡화",온누리상품권,,Y,Y,1965,055-960-5151,2019-05-01,5460000,경상남도 함양군,
함양토종약초시장,상설장,경상남도 함양군 안의면 약초시장길 27,경상남도 함양군 안의면 이전리 15,매일,35.6259658466,127.813747,23,"산약초, 산삼",온누리상품권,,Y,Y,2006,055-960-5151,2019-05-01,5460000,경상남도 함양군,
안의시장,5일장,경상남도 함양군 안의면 약초시장길 25-10,경상남도 함양군 안의면 석천리 243,"5일, 10일",35.6264583,127.814174,25,"의류, 생식품, 잡화",온누리상품권,,Y,Y,1948,055-960-5151,2019-05-01,5460000,경상남도 함양군,
서상시장,5일장,경상남도 함양군 서상면 서상로 266,경상남도 함양군 서상면 도천리 1074-5,"4일, 9일",35.6798617,127.688286,7,"생필품, 잡화",온누리상품권,,Y,Y,2006,055-960-5151,2019-05-01,5460000,경상남도 함양군,
송정5일시장,5일장,광주광역시 광산구 광산로30번길 65,광주광역시 광산구 송정동 884-1,3일+8일,35.1368117,126.7972215,196,"농·축·수산물, 공산품, 음식(국밥)",온누리상품권,,Y,Y,1964,,2019-01-01,3630000,광주광역시 광산구,
비아5일시장,5일장,광주광역시 광산구 비아중앙로 26-1,광주광역시 광산구 비아동 83-5,1일+6일,35.2210281,126.825175,132,"농·축·수산물, 공산품, 의류업, 음식(국밥)",온누리상품권,,Y,Y,1964,,2019-01-01,3630000,광주광역시 광산구,
